hour,price
2144,418.71
2145,420.98
2146,420.05
2147,415.4
2148,413.34
2149,410.96
2150,407.65
2151,405.79
2152,404.45
2153,406.52
2154,413.85
2155,420.78
2156,420.98
2157,415.82
2158,413.13
2159,408.79
2160,411.27
2161,408.89
2162,407.65
2163,407.45
2164,408.48
2165,406.41
2166,408.27
2167,407.03
2168,409.41
2169,409.31
2170,408.38
2171,404.76
2172,401.56
2173,397.63
2174,394.22
2175,392.98
2176,394.01
2177,398.77
2178,405.28
2179,409.62
2180,413.34
2181,412.2
2182,411.37
2183,405.28
2184,398.66
2185,392.36
2186,383.78
2187,382.96
2188,389.78
2189,404.24
2190,412.92
2191,409.41
2192,416.75
2193,419.12
2194,419.85
2195,416.64
2196,412.41
2197,408.38
2198,400.83
2199,399.08
2200,403.83
2201,408.48
2202,414.47
2203,422.43
2204,424.6
2205,422.84
2206,412.92
2207,405.28
2208,414.06
2209,406.41
2210,403.11
2211,403.42
2212,406.21
2213,418.71
2214,441.44
2215,477.2
2216,521.42
2217,514.91
2218,512.95
2219,472.03
2220,465.21
2221,462.32
2222,454.26
2223,447.23
2224,446.61
2225,459.73
2226,491.15
2227,516.15
2228,481.12
2229,442.99
2230,418.5
2231,404.35
2232,404.77
2233,396.53
2234,399
2235,400.96
2236,399.93
2237,412.7
2238,440.19
2239,499.4
2240,571.58
2241,502.08
2242,463.36
2243,462.33
2244,444.93
2245,438.44
2246,425.47
2247,422.48
2248,423.72
2249,427.22
2250,436.59
2251,440.6
2252,450.39
2253,438.03
2254,412.6
2255,390.77
2256,406.6
2257,401.34
2258,400.51
2259,403.51
2260,402.16
2261,415.27
2262,436.02
2263,491.76
2264,539.66
2265,536.56
2266,495.27
2267,480.31
2268,454.81
2269,446.76
2270,437.88
2271,436.54
2272,438.09
2273,438.71
2274,440.25
2275,440.87
2276,439.22
2277,425.29
2278,411.87
2279,380.59
2280,376.4
2281,360.96
2282,349.83
2283,344.48
2284,347.26
2285,402.05
2286,426.25
2287,470.01
2288,508.02
2289,452.92
2290,431.91
2291,420.89
2292,416.05
2293,412.76
2294,406.58
2295,405.44
2296,409.36
2297,414.2
2298,417.39
2299,426.45
2300,422.02
2301,417.39
2302,408.33
2303,386.6
2304,402.28
2305,395.49
2306,393.84
2307,392.3
2308,396.1
2309,399.5
2310,398.68
2311,402.38
2312,421.41
2313,429.54
2314,430.16
2315,421
2316,412.15
2317,405.67
2318,401.25
2319,398.47
2320,395.59
2321,400.53
2322,406.49
2323,416.17
2324,416.47
2325,402.17
2326,391.68
2327,399.4
2328,403.06
2329,401.31
2330,401.11
2331,401.73
2332,402.86
2333,404.4
2334,401.21
2335,400.08
2336,405.84
2337,409.96
2338,412.33
2339,410.17
2340,406.57
2341,402.76
2342,400.29
2343,399.46
2344,399.98
2345,402.24
2346,406.26
2347,419.23
2348,435.08
2349,429.11
2350,410.79
2351,399.46
2352,397.09
2353,391.23
2354,390.61
2355,390.92
2356,402.55
2357,410.99
2358,437.14
2359,515.18
2360,629.46
2361,535.46
2362,491.81
2363,461.03
2364,442.08
2365,437.55
2366,427.36
2367,425.71
2368,431.99
2369,449.7
2370,462.37
2371,465.97
2372,449.5
2373,424.79
2374,408.01
2375,394.93
2376,396.05
2377,381.53
2378,381.43
2379,381.63
2380,389.15
2381,402.65
2382,426.13
2383,456.52
2384,471.14
2385,453.33
2386,445.6
2387,432.41
2388,432.62
2389,429.22
2390,423.04
2391,420.47
2392,421.29
2393,423.14
2394,425.1
2395,425
2396,423.97
2397,417.69
2398,406.05
2399,390.8
2400,398.36
2401,392.7
2402,391.16
2403,394.14
2404,395.58
2405,407.94
2406,419.06
2407,458.91
2408,480.73
2409,460.14
2410,448.4
2411,433.78
2412,425.24
2413,425.75
2414,418.65
2415,418.24
2416,421.02
2417,421.63
2418,424.31
2419,428.02
2420,429.15
2421,423.07
2422,413.91
2423,404.85
2424,407.54
2425,405.17
2426,404.56
2427,405.17
2428,406.2
2429,408.77
2430,422.14
2431,459.97
2432,513.95
2433,451.13
2434,431.6
2435,422.34
2436,418.64
2437,415.87
2438,407.13
2439,406.2
2440,406.72
2441,407.44
2442,407.74
2443,412.37
2444,409.6
2445,406.51
2446,404.25
2447,400.24
2448,401.74
2449,398.31
2450,397.79
2451,399.97
2452,399.97
2453,406.51
2454,423.75
2455,455.32
2456,483.14
2457,467.88
2458,435.38
2459,420.32
2460,411.81
2461,406.62
2462,405.06
2463,400.18
2464,404.54
2465,409.84
2466,411.19
2467,411.81
2468,409.94
2469,409.21
2470,405.06
2471,391.67
2472,328.82
2473,303.46
2474,301.38
2475,310.94
2476,349.92
2477,340.87
2478,383.8
2479,404.37
2480,413
2481,414.87
2482,414.35
2483,413.31
2484,410.19
2485,406.76
2486,404.89
2487,403.96
2488,405.93
2489,408.84
2490,416.22
2491,425.57
2492,426.4
2493,427.55
2494,425.57
2495,415.6
2496,412.2
2497,409.49
2498,406.05
2499,405.42
2500,406.57
2501,406.15
2502,407.51
2503,411.88
2504,415.22
2505,418.13
2506,422.72
2507,420.22
2508,415.63
2509,411.57
2510,410.32
2511,409.8
2512,410.42
2513,413.03
2514,414.28
2515,428.97
2516,442.72
2517,434.81
2518,420.11
2519,408.24
2520,403.76
2521,398.86
2522,397.61
2523,399.69
2524,406.67
2525,426.89
2526,486.07
2527,584.53
2528,677.16
2529,614.44
2530,580.78
2531,551.92
2532,539.83
2533,520.87
2534,482.42
2535,477.11
2536,466.9
2537,476.59
2538,505.24
2539,550.57
2540,573.07
2541,500.97
2542,458.25
2543,432.93
2544,417.73
2545,413.05
2546,409.93
2547,407.02
2548,407.54
2549,413.57
2550,469.43
2551,570.85
2552,582.5
2553,540.16
2554,501.88
2555,479
2556,467.24
2557,444.67
2558,420.02
2559,415.76
2560,426.26
2561,454.03
2562,510.62
2563,520.92
2564,460.9
2565,443.84
2566,432.61
2567,414.3
2568,402.62
2569,393.86
2570,385.74
2571,380.74
2572,379.49
2573,397.62
2574,440.86
2575,539.12
2576,577.56
2577,489.73
2578,458.78
2579,440.54
2580,434.61
2581,426.06
2582,413.97
2583,413.25
2584,419.71
2585,427.31
2586,446.07
2587,450.76
2588,446.59
2589,439.5
2590,427.83
2591,396.78
2592,372.52
2593,354.41
2594,347.54
2595,350.67
2596,352.95
2597,379.38
2598,422.15
2599,512.99
2600,519.86
2601,480.63
2602,447.44
2603,434.22
2604,415.39
2605,412.68
2606,403.01
2607,401.96
2608,410.18
2609,428.81
2610,435.47
2611,441.19
2612,423.92
2613,411.64
2614,395.51
2615,360.34
2616,358.37
2617,333.99
2618,323.93
2619,325.49
2620,332.54
2621,364.9
2622,399.54
2623,416.04
2624,429.62
2625,433.05
2626,422.57
2627,408.05
2628,392.7
2629,382.22
2630,372.06
2631,363.35
2632,370.92
2633,385.75
2634,397.57
2635,396.33
2636,392.39
2637,386.27
2638,376.31
2639,322.27
2640,306.23
2641,291.07
2642,286.3
2643,281.01
2644,286.41
2645,306.23
2646,332.69
2647,353.86
2648,362.57
2649,352.09
2650,352.3
2651,343.58
2652,320.96
2653,303.84
2654,249.15
2655,259.01
2656,291.18
2657,321.27
2658,356.87
2659,374.51
2660,378.45
2661,377.1
2662,374.3
2663,363.2
2664,354.02
2665,325.15
2666,307.81
2667,321
2668,331.39
2669,344.26
2670,353.61
2671,371.68
2672,378.22
2673,383.62
2674,384.25
2675,383.93
2676,378.95
2677,373.86
2678,369.81
2679,372.09
2680,374.79
2681,380.3
2682,382.38
2683,382.89
2684,383.83
2685,375.31
2686,358.07
2687,343.74
2688,314.15
2689,259.52
2690,258.9
2691,258.27
2692,259.11
2693,355.89
2694,386.43
2695,405.43
2696,429.73
2697,414.67
2698,404.91
2699,394.53
2700,384.14
2701,381.75
2702,377.7
2703,375.73
2704,373.76
2705,376.56
2706,387.15
2707,392.45
2708,388.81
2709,384.25
2710,373.76
2711,286.31
2712,291.07
2713,280.28
2714,280.28
2715,250.29
2716,242.82
2717,312.35
2718,377.41
2719,395.16
2720,397.85
2721,389.66
2722,383.02
2723,381.25
2724,378.66
2725,375.96
2726,369.21
2727,367.14
2728,371.91
2729,377.41
2730,380.11
2731,384.16
2732,382.7
2733,379.07
2734,374.71
2735,277.79
2736,368.22
2737,354.51
2738,339.45
2739,335.82
2740,336.75
2741,363.34
2742,391.48
2743,413.08
2744,424.81
2745,415.78
2746,411.73
2747,406.43
2748,395.84
2749,392.1
2750,387.95
2751,383.38
2752,381.09
2753,382.55
2754,384.93
2755,396.88
2756,401.03
2757,392.83
2758,378.7
2759,346.1
2760,356.74
2761,313.4
2762,317.57
2763,337.36
2764,339.86
2765,359.45
2766,385.81
2767,414.36
2768,450.62
2769,406.96
2770,399.46
2771,396.44
2772,392.06
2773,389.25
2774,386.23
2775,382.89
2776,380.19
2777,376.33
2778,382.58
2779,391.13
2780,395.19
2781,397.69
2782,390.6
2783,372.37
2784,366.3
2785,345.61
2786,338.92
2787,349.06
2788,355.23
2789,371.53
2790,395.88
2791,417.41
2792,432.46
2793,428.9
2794,419.5
2795,406.44
2796,393.58
2797,381.25
2798,378.32
2799,379.05
2800,383.76
2801,390.86
2802,394.63
2803,395.15
2804,395.46
2805,396.51
2806,392.95
2807,376.23
2808,377.95
2809,361.11
2810,350.27
2811,349.01
2812,344.28
2813,342.49
2814,366.58
2815,379
2816,384.68
2817,391.2
2818,389.52
2819,386.57
2820,378.58
2821,373.74
2822,368.06
2823,365.74
2824,367.85
2825,381.21
2826,389.94
2827,398.46
2828,402.57
2829,399.1
2830,388.89
2831,378.37
2832,377.95
2833,366.29
2834,363.25
2835,357.26
2836,356.63
2837,352.95
2838,362.09
2839,365.77
2840,374.07
2841,377.85
2842,378.48
2843,377.85
2844,374.38
2845,371.02
2846,367.55
2847,361.88
2848,363.67
2849,370.07
2850,373.96
2851,371.12
2852,370.91
2853,375.43
2854,370.81
2855,350.75
2856,335.41
2857,318.92
2858,263.56
2859,222.8
2860,251.27
2861,325.74
2862,356.31
2863,361.99
2864,374.38
2865,367.76
2866,364.61
2867,358.2
2868,356.63
2869,351.17
2870,346.33
2871,317.34
2872,316.08
2873,325.53
2874,325.53
2875,355.16
2876,361.67
2877,351.8
2878,347.59
2879,323.33
2880,198.68
2881,115.47
2882,88.47
2883,61.78
2884,47.28
2885,42.76
2886,51.59
2887,157.39
2888,255.73
2889,304.59
2890,326.02
2891,301.22
2892,267.71
2893,230.41
2894,230.2
2895,251.53
2896,275.69
2897,318.56
2898,325.81
2899,308.58
2900,303.12
2901,325.49
2902,336.42
2903,293.45
2904,266.17
2905,225.81
2906,299.31
2907,293.99
2908,321.08
2909,382.68
2910,402.76
2911,422.83
2912,430.16
2913,427.5
2914,424.32
2915,414.44
2916,404.67
2917,399.57
2918,398.83
2919,398.72
2920,400.31
2921,403.5
2922,404.35
2923,404.56
2924,404.67
2925,404.14
2926,399.25
2927,382.68
2928,364.21
2929,341.76
2930,331.55
2931,324.84
2932,342.82
2933,373.79
2934,400.49
2935,412.09
2936,418.9
2937,413.9
2938,412.09
2939,409.43
2940,403.79
2941,397.62
2942,394.64
2943,387.94
2944,388.26
2945,398.9
2946,403.47
2947,403.69
2948,400.07
2949,397.51
2950,396.66
2951,372.4
2952,317.92
2953,276.27
2954,275.74
2955,302.44
2956,318.76
2957,382.77
2958,402.69
2959,411.49
2960,421.13
2961,422.3
2962,420.28
2963,416.47
2964,407.04
2965,401.32
2966,393.16
2967,384.47
2968,391.14
2969,399.83
2970,401.53
2971,401.21
2972,395.91
2973,394.11
2974,390.08
2975,359.88
2976,354.31
2977,317.75
2978,296.19
2979,274.53
2980,269.67
2981,285.52
2982,324.83
2983,368.79
2984,375.23
2985,376.71
2986,374.71
2987,369.53
2988,349.24
2989,336.14
2990,331.59
2991,328.63
2992,338.04
2993,348.61
2994,369.21
2995,370.37
2996,368.89
2997,360.12
2998,332.65
2999,219.79
3000,219.91
3001,228.14
3002,158.35
3003,53.34
3004,45.96
3005,44.49
3006,50.08
3007,158.03
3008,222.44
3009,281.27
3010,273.89
3011,224.55
3012,219.81
3013,192.5
3014,164.46
3015,149.28
3016,219.6
3017,264.51
3018,320.7
3019,348.53
3020,353.48
3021,352.64
3022,321.12
3023,220.12
3024,50.18
3025,47.97
3026,50.18
3027,46.6
3028,42.8
3029,278.84
3030,360.55
3031,387.01
3032,394.6
3033,391.65
3034,387.32
3035,357.07
3036,350.22
3037,345.05
3038,300.03
3039,220.23
3040,200.41
3041,327.44
3042,354.22
3043,358.54
3044,339.46
3045,341.25
3046,157.61
3047,44.91
3048,43.43
3049,73.23
3050,70.9
3051,91.4
3052,52.41
3053,277.91
3054,350.61
3055,385.06
3056,387.7
3057,376.4
3058,368.05
3059,360.65
3060,343.32
3061,309.08
3062,220.11
3063,218.84
3064,234.16
3065,286.68
3066,347.76
3067,337.83
3068,347.13
3069,350.08
3070,254.66
3071,42.27
3072,18.54
3073,16.65
3074,17.28
3075,18.33
3076,20.21
3077,38.02
3078,99.5
3079,351.27
3080,370.13
3081,361.64
3082,353.58
3083,341.74
3084,336.72
3085,302.57
3086,283.83
3087,248.95
3088,103.37
3089,105.47
3090,97.51
3091,107.67
3092,112.59
3093,234.6
3094,75.3
3095,39.27
3096,29.98
3097,23.24
3098,24.28
3099,25.11
3100,22.82
3101,31.02
3102,43.47
3103,156.55
3104,273.89
3105,279.39
3106,266.73
3107,271.71
3108,239.13
3109,216.62
3110,175.54
3111,176.16
3112,199.61
3113,228.24
3114,285.71
3115,260.19
3116,196.7
3117,174.71
3118,69.72
3119,42.33
3120,31.73
3121,27.71
3122,30.7
3123,32.65
3124,37.29
3125,177.79
3126,329.31
3127,386.99
3128,411.09
3129,421.81
3130,425.72
3131,416.96
3132,404.71
3133,392.14
3134,385.65
3135,382.46
3136,381.22
3137,369.07
3138,345.58
3139,340.23
3140,325.91
3141,333.84
3142,324.88
3143,309.53
3144,326.77
3145,308.1
3146,290.24
3147,289.93
3148,287.77
3149,287.26
3150,298.24
3151,328.83
3152,338.58
3153,376.75
3154,343.4
3155,332.62
3156,311.07
3157,307.99
3158,291.78
3159,288.08
3160,284.18
3161,322.05
3162,353.66
3163,340.73
3164,338.47
3165,340.53
3166,331.8
3167,200.13
3168,274.23
3169,214.72
3170,175.35
3171,153.36
3172,152.94
3173,141.53
3174,144.21
3175,157.98
3176,182.34
3177,255.93
3178,289.24
3179,234.35
3180,189.12
3181,138.86
3182,104.64
3183,101.65
3184,113.27
3185,178.13
3186,241.44
3187,277.21
3188,258.3
3189,247.4
3190,247.2
3191,199.61
3192,203.31
3193,167.33
3194,145.24
3195,152.84
3196,160.55
3197,269.91
3198,383.49
3199,555.66
3200,596.26
3201,573.85
3202,522.05
3203,436.12
3204,421.11
3205,411.86
3206,409.6
3207,388.94
3208,384.62
3209,377.63
3210,421.52
3211,443
3212,420.08
3213,418.44
3214,383.39
3215,331.48
3216,332.82
3217,311.02
3218,296.72
3219,288.18
3220,308.65
3221,335.08
3222,380.85
3223,423.33
3224,602.7
3225,561.04
3226,526.59
3227,502.93
3228,478.25
3229,455.31
3230,422.4
3231,416.54
3232,389.49
3233,422.4
3234,429.39
3235,387.43
3236,373.14
3237,379.92
3238,360.28
3239,332.72
3240,348.67
3241,333.61
3242,329.28
3243,321.96
3244,320
3245,351.24
3246,395.48
3247,571.31
3248,620.92
3249,557.91
3250,524.91
3251,498.71
3252,447.87
3253,417.55
3254,393.63
3255,374.34
3256,371.35
3257,380.53
3258,383.11
3259,379.71
3260,362.79
3261,357.95
3262,339.18
3263,212.85
3264,205.57
3265,103.76
3266,53.33
3267,52.81
3268,50.44
3269,256.52
3270,339.86
3271,366.68
3272,379.78
3273,389.48
3274,392.26
3275,391.85
3276,378.75
3277,369.88
3278,356.57
3279,344.4
3280,339.24
3281,363.17
3282,372.46
3283,377.41
3284,368.23
3285,362.86
3286,354.1
3287,298.6
3288,205.95
3289,158.12
3290,61.85
3291,61.43
3292,49.17
3293,332.11
3294,361.8
3295,395.3
3296,405.92
3297,406.84
3298,407.88
3299,406.12
3300,392.21
3301,383.45
3302,376.13
3303,363.45
3304,375.61
3305,391.38
3306,392.72
3307,389.94
3308,377.47
3309,373.55
3310,362.32
3311,347.68
3312,383.75
3313,362.62
3314,351.9
3315,350.15
3316,348.29
3317,348.81
3318,359.42
3319,363.13
3320,380.24
3321,392.41
3322,387.97
3323,366.33
3324,355.4
3325,348.91
3326,336.02
3327,332.11
3328,332.42
3329,359.11
3330,385.6
3331,378.8
3332,368.6
3333,370.35
3334,367.57
3335,326.75
3336,332.67
3337,283.55
3338,232.29
3339,231.37
3340,184.29
3341,174.57
3342,232.29
3343,282.02
3344,323.87
3345,332.57
3346,337.07
3347,330.62
3348,314.25
3349,273.12
3350,234.23
3351,197.09
3352,212.54
3353,265.03
3354,303.51
3355,285.8
3356,258.18
3357,264.01
3358,220.93
3359,156.26
3360,40.01
3361,31.11
3362,30.39
3363,31.72
3364,32.54
3365,198.52
3366,337.07
3367,366.13
3368,359.48
3369,370.02
3370,389.36
3371,389.77
3372,378.51
3373,366.24
3374,362.14
3375,358.46
3376,347.1
3377,351.19
3378,354.16
3379,357.23
3380,345.36
3381,342.39
3382,341.57
3383,282.22
3384,328.27
3385,309.75
3386,307.5
3387,295.01
3388,322.85
3389,359.58
3390,411.16
3391,418.53
3392,424.67
3393,423.44
3394,422.62
3395,421.9
3396,420.06
3397,420.47
3398,419.04
3399,412.49
3400,406.45
3401,409.93
3402,418.42
3403,414.43
3404,405.12
3405,404.1
3406,403.48
3407,368.79
3408,387.48
3409,372.25
3410,368.36
3411,352.93
3412,360.19
3413,385.33
3414,415.07
3415,419.57
3416,424.07
3417,423.66
3418,424.48
3419,423.97
3420,422.64
3421,422.54
3422,419.67
3423,413.64
3424,411.8
3425,413.34
3426,427.03
3427,425.91
3428,420.9
3429,418.14
3430,409.45
3431,361.52
3432,380.56
3433,351.04
3434,339.52
3435,326.98
3436,332.63
3437,374.8
3438,416.15
3439,437.34
3440,461.82
3441,490.62
3442,452.36
3443,451.33
3444,450.3
3445,445.98
3446,442.48
3447,430.86
3448,428.29
3449,428.91
3450,439.09
3451,452.36
3452,449.89
3453,431.68
3454,409.98
3455,361.84
3456,368.3
3457,349.87
3458,341.98
3459,328.57
3460,337.99
3461,383.35
3462,428.5
3463,485.02
3464,491.57
3465,490.96
3466,485.43
3467,458.81
3468,442.22
3469,440.79
3470,427.17
3471,414.37
3472,414.68
3473,424.51
3474,431.78
3475,428.6
3476,419.18
3477,417.96
3478,412.73
3479,398.4
3480,409.47
3481,394.37
3482,367.24
3483,356.73
3484,349.59
3485,344.9
3486,380.8
3487,404.16
3488,424.67
3489,423.04
3490,414.26
3491,408.45
3492,398.55
3493,387.43
3494,378.46
3495,375.4
3496,376.82
3497,398.66
3498,425.59
3499,431.4
3500,430.69
3501,428.34
3502,426.61
3503,399.06
3504,396.41
3505,370.68
3506,347.4
3507,337.59
3508,332.89
3509,326.87
3510,351.48
3511,372.92
3512,384.67
3513,396.82
3514,400.8
3515,398.04
3516,393.76
3517,387.42
3518,380.28
3519,384.26
3520,386.71
3521,397.33
3522,422.14
3523,431.95
3524,430.01
3525,428.68
3526,421.43
3527,384.87
3528,378.74
3529,343.72
3530,294.7
3531,288.37
3532,298.28
3533,382.42
3534,439.5
3535,457.68
3536,523.54
3537,519.87
3538,509.86
3539,493.22
3540,472.08
3541,480.04
3542,485.45
3543,498.42
3544,510.06
3545,531.1
3546,525.48
3547,544.68
3548,498.12
3549,463.09
3550,438.69
3551,395.8
3552,370.12
3553,348.83
3554,363.67
3555,360.49
3556,340.74
3557,394.58
3558,439
3559,464.9
3560,475.03
3561,471.24
3562,466.23
3563,460.39
3564,456.3
3565,449.95
3566,442.17
3567,436.75
3568,433.17
3569,446.68
3570,461.93
3571,471.86
3572,450.36
3573,443.71
3574,435.52
3575,390.69
3576,394.23
3577,374.48
3578,361.87
3579,345.32
3580,351.22
3581,403.84
3582,457.6
3583,537.01
3584,588.19
3585,549.52
3586,516.02
3587,495.96
3588,464.22
3589,464.32
3590,462.57
3591,465.05
3592,471.04
3593,503.82
3594,577.23
3595,601.83
3596,547.14
3597,511.57
3598,466.08
3599,438.68
3600,432.2
3601,407.93
3602,397.54
3603,392.4
3604,389.93
3605,404.33
3606,438.58
3607,488.77
3608,506.77
3609,471.18
3610,469.64
3611,467.48
3612,460.38
3613,461
3614,461.1
3615,453.8
3616,450.2
3617,457.5
3618,486.82
3619,510.17
3620,501.32
3621,470.67
3622,453.8
3623,424.59
3624,424.48
3625,399.42
3626,398.7
3627,394.9
3628,390.38
3629,422.94
3630,479.32
3631,485.79
3632,530.68
3633,547.52
3634,574.84
3635,556.87
3636,513.53
3637,492.27
3638,480.45
3639,477.37
3640,467.62
3641,470.59
3642,480.35
3643,482.61
3644,472.85
3645,469.16
3646,466.18
3647,451.39
3648,433.57
3649,415.68
3650,402.52
3651,395.93
3652,395.93
3653,398.81
3654,415.99
3655,433.68
3656,452.39
3657,470.08
3658,465.04
3659,463.4
3660,452.5
3661,451.47
3662,450.75
3663,443.75
3664,438.82
3665,446.63
3666,469.26
3667,476.05
3668,473.27
3669,472.76
3670,471.73
3671,434.7
3672,446.11
3673,427.6
3674,411.66
3675,404.36
3676,395.11
3677,403.54
3678,413.1
3679,425.54
3680,442.92
3681,447.96
3682,452.69
3683,451.25
3684,451.25
3685,446.83
3686,427.91
3687,421.22
3688,424.82
3689,437.78
3690,447.96
3691,457.52
3692,463.58
3693,465.43
3694,462.04
3695,418.04
3696,397.06
3697,371.46
3698,333.11
3699,323.24
3700,317.18
3701,384.62
3702,459.68
3703,467.39
3704,469.44
3705,470.58
3706,470.99
3707,468.83
3708,468.62
3709,465.74
3710,464.61
3711,463.28
3712,460.29
3713,468
3714,473.66
3715,472.84
3716,469.14
3717,466.67
3718,465.43
3719,442.82
3720,437.59
3721,420.67
3722,404.56
3723,403.64
3724,400.56
3725,427.03
3726,470.11
3727,480.16
3728,480.78
3729,481.39
3730,483.14
3731,485.6
3732,484.37
3733,479.86
3734,476.37
3735,478.83
3736,477.09
3737,481.5
3738,482.73
3739,485.39
3740,485.09
3741,483.45
3742,485.6
3743,460.88
3744,460.77
3745,431.06
3746,421.13
3747,426.25
3748,426.46
3749,456.16
3750,479.71
3751,485.86
3752,489.03
3753,491.8
3754,495.48
3755,495.48
3756,489.85
3757,482.78
3758,482.99
3759,486.57
3760,490.88
3761,492.21
3762,490.06
3763,490.57
3764,492.72
3765,493.03
3766,485.04
3767,461.07
3768,453.07
3769,429.61
3770,422.1
3771,419.22
3772,415.21
3773,445.35
3774,485.68
3775,507.08
3776,509.34
3777,506.87
3778,505.54
3779,500.29
3780,493.6
3781,491.55
3782,492.27
3783,500.29
3784,505.23
3785,504.82
3786,505.13
3787,505.02
3788,506.57
3789,508.42
3790,509.04
3791,481.67
3792,471.96
3793,445.09
3794,439.14
3795,451.04
3796,451.34
3797,474.83
3798,501.8
3799,511.24
3800,521.7
3801,524.06
3802,542.41
3803,541.39
3804,508.06
3805,508.16
3806,503.44
3807,495.55
3808,496.88
3809,505.08
3810,502.83
3811,497.9
3812,497.7
3813,497.19
3814,504.16
3815,484.88
3816,475.12
3817,451.97
3818,438.59
3819,432.22
3820,420.49
3821,431.5
3822,464.73
3823,481.09
3824,485.61
3825,490.65
3826,491.07
3827,489.83
3828,488.18
3829,487.16
3830,483.86
3831,483.55
3832,483.35
3833,485.82
3834,498.78
3835,503.72
3836,503.21
3837,494.15
3838,488.29
3839,464.73
3840,466.37
3841,450.88
3842,444.32
3843,432.83
3844,431.7
3845,440.32
3846,453.45
3847,466.78
3848,476.12
3849,481.25
3850,487.2
3851,487.3
3852,485.66
3853,482.28
3854,472.32
3855,466.48
3856,471.5
3857,481.15
3858,488.64
3859,499.1
3860,501.25
3861,499.72
3862,497.87
3863,478.58
3864,465.76
3865,438.26
3866,433.65
3867,425.13
3868,425.24
3869,451.7
3870,491.71
3871,500.54
3872,505.46
3873,500.84
3874,500.02
3875,496.84
3876,492.84
3877,489.66
3878,488.33
3879,488.94
3880,487.92
3881,494.07
3882,501.05
3883,497.97
3884,490.38
3885,488.23
3886,487.61
3887,462.27
3888,430.54
3889,415.34
3890,400.86
3891,410.21
3892,401.48
3893,430.43
3894,479.72
3895,490.19
3896,502.21
3897,505.08
3898,507.14
3899,507.96
3900,507.65
3901,505.9
3902,505.08
3903,502.82
3904,496.77
3905,508.06
3906,511.86
3907,511.76
3908,506.01
3909,502.52
3910,502.21
3911,475.1
3912,470.2
3913,448.92
3914,431.61
3915,427.34
3916,423.16
3917,470
3918,479.88
3919,522.95
3920,567.85
3921,556.75
3922,559.4
3923,560.01
3924,539.95
3925,607.15
3926,564.08
3927,533.64
3928,501.67
3929,502.48
3930,530.69
3931,535.27
3932,531.7
3933,521.62
3934,521.73
3935,477.64
3936,478.54
3937,461.22
3938,442.08
3939,435.29
3940,436.31
3941,454.74
3942,469.93
3943,496.67
3944,517.73
3945,495.25
3946,487.05
3947,481.27
3948,480.67
3949,478.54
3950,476.82
3951,473.37
3952,465.07
3953,473.47
3954,476.72
3955,478.23
3956,478.03
3957,474.99
3958,468.21
3959,417.16
3960,407.8
3961,394.46
3962,384.79
3963,374.31
3964,384.08
3965,426.73
3966,472.95
3967,475.9
3968,478.85
3969,480.07
3970,481.91
3971,481.5
3972,478.24
3973,477.22
3974,474.98
3975,469.39
3976,467.45
3977,469.79
3978,472.03
3979,471.83
3980,469.89
3981,469.18
3982,469.49
3983,463.79
3984,446.75
3985,423.66
3986,417.15
3987,414.1
3988,409.83
3989,419.9
3990,427.63
3991,444.72
3992,466.18
3993,471.98
3994,474.11
3995,470.25
3996,461.8
3997,456.41
3998,452.75
3999,452.34
4000,454.89
4001,463.13
4002,468.11
4003,476.04
4004,468.72
4005,464.45
4006,468.92
4007,450
4008,448.95
4009,430.73
4010,413.64
4011,409.55
4012,405.25
4013,405.66
4014,414.97
4015,424.49
4016,446.49
4017,458.16
4018,464.81
4019,467.68
4020,465.12
4021,459.28
4022,452.73
4023,450.69
4024,450.89
4025,452.94
4026,452.02
4027,460.82
4028,466.86
4029,469.21
4030,468.8
4031,454.37
4032,444.75
4033,414.46
4034,399.21
4035,385.7
4036,376.8
4037,418.04
4038,457.24
4039,476.37
4040,483.54
4041,480.06
4042,470.64
4043,466.55
4044,460.31
4045,460.72
4046,458.87
4047,460.31
4048,456.21
4049,466.04
4050,472.18
4051,469.31
4052,463.58
4053,459.49
4054,452.33
4055,425.62
4056,406.32
4057,379.27
4058,348.73
4059,274.84
4060,276.48
4061,358.87
4062,427.74
4063,455.82
4064,456.94
4065,454.79
4066,452.95
4067,450.49
4068,449.57
4069,448.64
4070,446.8
4071,442.19
4072,436.55
4073,444.03
4074,450.59
4075,455.92
4076,448.95
4077,443.11
4078,441.27
4079,421.08
4080,423.39
4081,396.15
4082,392.75
4083,392.33
4084,382.94
4085,422.35
4086,457.84
4087,467.75
4088,471.25
4089,471.87
4090,470.43
4091,463.93
4092,457.43
4093,450.62
4094,447.42
4095,434.84
4096,432.77
4097,444.84
4098,451.45
4099,449.38
4100,444.22
4101,439.99
4102,436.59
4103,428.75
4104,398.66
4105,390.55
4106,360.12
4107,381.19
4108,359.82
4109,404.63
4110,446.45
4111,476.05
4112,493.22
4113,465.16
4114,456.73
4115,453.96
4116,449.74
4117,445.94
4118,442.45
4119,437.82
4120,430.83
4121,430.63
4122,430.22
4123,431.24
4124,429.81
4125,414.9
4126,398.66
4127,226.31
4128,163.44
4129,156.74
4130,134.89
4131,46.99
4132,44.72
4133,106.97
4134,333.37
4135,423.64
4136,437.86
4137,440.23
4138,437.34
4139,417.97
4140,398.8
4141,367.89
4142,342.54
4143,361.5
4144,344.91
4145,382.11
4146,418.49
